,Unnamed: 0,specimen__id,swc__fname,structure_parent__acronym,structure__layer,Transgenic_line,donor__id,Subclass_or_type,structure_parent__id,model__fold,structure__safe_name,structure_merge__acronym
124,124,17302_5690-X17128-Y20214,1119749624_17302_5690-X17128-Y20214_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,475.0,7.0,MG_layernan,MG
125,125,17302_5692-X18013-Y20947,1119749626_17302_5692-X18013-Y20947_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,475.0,2.0,MG_layernan,MG
126,126,17302_5753-X18663-Y19412,1119749628_17302_5753-X18663-Y19412_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,475.0,1.0,MG_layernan,MG
127,127,17545_2764-X19932-Y34488,1119749648_17545_2764-X19932-Y34488_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,1.0,CP_layernan,CP
128,128,17545_2830-X19566-Y19041,1119749650_17545_2830-X19566-Y19041_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,3.0,CP_layernan,CP
129,129,17545_2919-X24288-Y17401,1119749652_17545_2919-X24288-Y17401_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,6.0,CP_layernan,CP
130,130,17545_2935-X21981-Y16571,1119749654_17545_2935-X21981-Y16571_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,672.0,0.0,CP_layernan,CP
131,131,17545_2970-X26084-Y33195,1119749656_17545_2970-X26084-Y33195_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,2.0,CP_layernan,CP
132,132,17545_3035-X23970-Y16619,1119749658_17545_3035-X23970-Y16619_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,4.0,CP_layernan,CP
133,133,17545_3060-X25293-Y35610,1119749660_17545_3060-X25293-Y35610_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,672.0,0.0,CP_layernan,CP
134,134,17545_3071-X26840-Y32354,1119749663_17545_3071-X26840-Y32354_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,9.0,CP_layernan,CP
135,135,17545_3134-X21894-Y19320,1119749665_17545_3134-X21894-Y19320_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,2.0,CP_layernan,CP
136,136,17545_3152-X18316-Y16064,1119749667_17545_3152-X18316-Y16064_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,6.0,CP_layernan,CP
137,137,17545_3182-X21534-Y14784,1119749669_17545_3182-X21534-Y14784_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,1.0,CP_layernan,CP
138,138,17545_3195-X23639-Y37314,1119749671_17545_3195-X23639-Y37314_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,3.0,CP_layernan,CP
139,139,17545_3225-X21088-Y36939,1119749673_17545_3225-X21088-Y36939_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,8.0,CP_layernan,CP
140,140,17545_3270-X24338-Y15848,1119749675_17545_3270-X24338-Y15848_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,5.0,CP_layernan,CP
141,141,17545_3344-X22249-Y14545,1119749679_17545_3344-X22249-Y14545_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,672.0,7.0,CP_layernan,CP
142,142,17545_3382-X22782-Y36590,1119749681_17545_3382-X22782-Y36590_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,1.0,CP_layernan,CP
143,143,17545_3384-X25819-Y20116,1119749683_17545_3384-X25819-Y20116_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,0.0,CP_layernan,CP
144,144,17545_3430-X24075-Y18663,1119749685_17545_3430-X24075-Y18663_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,5.0,CP_layernan,CP
145,145,17545_3436-X25590-Y17438,1119749687_17545_3436-X25590-Y17438_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,3.0,CP_layernan,CP
146,146,17545_3451-X19264-Y37893,1119749689_17545_3451-X19264-Y37893_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,7.0,CP_layernan,CP
147,147,17545_3472-X18782-Y14145,1119749691_17545_3472-X18782-Y14145_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,672.0,8.0,CP_layernan,CP
148,148,17545_3521-X23923-Y36782,1119749693_17545_3521-X23923-Y36782_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,2.0,CP_layernan,CP
149,149,17545_3555-X21038-Y38795,1119749695_17545_3555-X21038-Y38795_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,6.0,CP_layernan,CP
150,150,17545_3565-X21348-Y15147,1119749697_17545_3565-X21348-Y15147_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,9.0,CP_layernan,CP
151,151,17545_3574-X22099-Y38154,1119749699_17545_3574-X22099-Y38154_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,4.0,CP_layernan,CP
152,152,17545_3589-X22132-Y13552,1119749703_17545_3589-X22132-Y13552_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,0.0,CP_layernan,CP
153,153,17545_3589-X20402-Y37733,1119749701_17545_3589-X20402-Y37733_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,7.0,CP_layernan,CP
154,154,17545_3591-X22153-Y38058,1119749706_17545_3591-X22153-Y38058_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,6.0,CP_layernan,CP
155,155,17545_3594-X20151-Y38040,1119749708_17545_3594-X20151-Y38040_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,1.0,CP_layernan,CP
156,156,17545_3596-X27300-Y32030,1119749712_17545_3596-X27300-Y32030_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,9.0,CP_layernan,CP
157,157,17545_3596-X21856-Y38004,1119749710_17545_3596-X21856-Y38004_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,2.0,CP_layernan,CP
158,158,17545_3601-X21497-Y38754,1119749714_17545_3601-X21497-Y38754_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,8.0,CP_layernan,CP
159,159,17545_3602-X24138-Y37686,1119749716_17545_3602-X24138-Y37686_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,5.0,CP_layernan,CP
160,160,17545_3619-X23419-Y37165,1119749718_17545_3619-X23419-Y37165_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,3.0,CP_layernan,CP
161,161,17545_3645-X18026-Y13567,1119749721_17545_3645-X18026-Y13567_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,4.0,CP_layernan,CP
162,162,17545_3654-X21360-Y38692,1119749724_17545_3654-X21360-Y38692_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,9.0,CP_layernan,CP
163,163,17545_3664-X21681-Y39019,1119749726_17545_3664-X21681-Y39019_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,7.0,CP_layernan,CP
164,164,17545_3667-X19104-Y13381,1119749728_17545_3667-X19104-Y13381_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,4.0,CP_layernan,CP
165,165,17545_3678-X20788-Y38882,1119749730_17545_3678-X20788-Y38882_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,3.0,CP_layernan,CP
166,166,17545_3689-X20179-Y13883,1119749732_17545_3689-X20179-Y13883_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,0.0,CP_layernan,CP
167,167,17545_3692-X21814-Y38862,1119749734_17545_3692-X21814-Y38862_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,8.0,CP_layernan,CP
168,168,17545_3738-X20745-Y38576,1119749736_17545_3738-X20745-Y38576_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,6.0,CP_layernan,CP
169,169,17545_3775-X17012-Y13613,1119749738_17545_3775-X17012-Y13613_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,672.0,5.0,CP_layernan,CP
170,170,17545_3781-X18263-Y13599,1119749740_17545_3781-X18263-Y13599_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,2.0,CP_layernan,CP
171,171,17545_3782-X21113-Y13119,1119749742_17545_3782-X21113-Y13119_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,1.0,CP_layernan,CP
172,172,17545_3785-X20519-Y12647,1119749744_17545_3785-X20519-Y12647_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,1.0,CP_layernan,CP
173,173,17545_3819-X19020-Y15101,1119749746_17545_3819-X19020-Y15101_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,6.0,CP_layernan,CP
174,174,17545_3821-X24890-Y36983,1119749748_17545_3821-X24890-Y36983_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,672.0,8.0,CP_layernan,CP
175,175,17545_3845-X22518-Y13446,1119749751_17545_3845-X22518-Y13446_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,4.0,CP_layernan,CP
176,176,17545_3850-X21627-Y12826,1119749753_17545_3850-X21627-Y12826_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,7.0,CP_layernan,CP
177,177,17545_3861-X18339-Y13299,1119749755_17545_3861-X18339-Y13299_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,9.0,CP_layernan,CP
178,178,17545_3861-X19474-Y37650,1119749757_17545_3861-X19474-Y37650_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,2.0,CP_layernan,CP
179,179,17545_3940-X20164-Y37576,1119749759_17545_3940-X20164-Y37576_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,672.0,0.0,CP_layernan,CP
180,180,17545_3967-X26583-Y18407,1119749761_17545_3967-X26583-Y18407_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,3.0,CP_layernan,CP
181,181,17545_3985-X25899-Y16375,1119749763_17545_3985-X25899-Y16375_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,5.0,CP_layernan,CP
182,182,17545_4059-X24651-Y38072,1119749767_17545_4059-X24651-Y38072_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,8.0,CP_layernan,CP
183,183,17545_4073-X20603-Y13002,1119749769_17545_4073-X20603-Y13002_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,9.0,CP_layernan,CP
184,184,17545_4148-X27694-Y33211,1119749771_17545_4148-X27694-Y33211_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,3.0,CP_layernan,CP
185,185,17545_4199-X18068-Y12022,1119749773_17545_4199-X18068-Y12022_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,2.0,CP_layernan,CP
186,186,17545_4550-X20564-Y25436,1119749775_17545_4550-X20564-Y25436_reg.swc,PVT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,149.0,7.0,PVT_layernan,PVT
187,187,17545_4704-X17848-Y24748,1119749777_17545_4704-X17848-Y24748_reg.swc,RE,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,181.0,7.0,RE_layernan,RE
188,188,17545_4772-X18526-Y24728,1119749779_17545_4772-X18526-Y24728_reg.swc,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,366.0,9.0,SMT_layernan,SMT
189,189,17545_5076-X18924-Y20091,1119749781_17545_5076-X18924-Y20091_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,4.0,VPM_layernan,VPM
190,190,17545_5215-X20817-Y32348,1119749783_17545_5215-X20817-Y32348_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,2.0,VPM_layernan,VPM
191,191,17545_5226-X21384-Y15959,1119749785_17545_5226-X21384-Y15959_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,5.0,VPM_layernan,VPM
192,192,17545_5238-X18956-Y11404,1119749787_17545_5238-X18956-Y11404_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,5.0,CP_layernan,CP
193,193,17545_5250-X17860-Y18010,1119749789_17545_5250-X17860-Y18010_reg.swc,VAL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,629.0,7.0,VAL_layernan,VAL
194,194,17545_5274-X20696-Y16076,1119749791_17545_5274-X20696-Y16076_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,9.0,VPM_layernan,VPM
195,195,17545_5311-X20340-Y20822,1119749794_17545_5311-X20340-Y20822_reg.swc,VAL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,629.0,9.0,VAL_layernan,VAL
196,196,17545_5325-X23056-Y34636,1119749796_17545_5325-X23056-Y34636_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,718.0,1.0,VPL_layernan,VPL
197,197,17545_5348-X20597-Y17951,1119749798_17545_5348-X20597-Y17951_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,6.0,VPM_layernan,VPM
198,198,17545_5367-X21552-Y16696,1119749802_17545_5367-X21552-Y16696_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,1.0,VPM_layernan,VPM
199,199,17545_5367-X19446-Y34346,1119749800_17545_5367-X19446-Y34346_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,725.0,8.0,VPLpc_layernan,VPLpc
200,200,17545_5412-X21756-Y16438,1119749804_17545_5412-X21756-Y16438_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,0.0,VPM_layernan,VPM
201,201,17545_5425-X23565-Y35696,1119749806_17545_5425-X23565-Y35696_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,4.0,VPM_layernan,VPM
202,202,17545_5470-X22845-Y16677,1119749810_17545_5470-X22845-Y16677_reg.swc,LP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,218.0,7.0,LP_layernan,LP
203,203,17545_5494-X19511-Y10228,1119749812_17545_5494-X19511-Y10228_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,4.0,CP_layernan,CP
204,204,17545_5512-X22956-Y35936,1119749814_17545_5512-X22956-Y35936_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,8.0,VPM_layernan,VPM
205,205,17545_5515-X21272-Y16130,1119749816_17545_5515-X21272-Y16130_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,7.0,VPM_layernan,VPM
206,206,17545_5564-X19752-Y10120,1119749818_17545_5564-X19752-Y10120_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,672.0,1.0,CP_layernan,CP
207,207,17545_5574-X18981-Y20090,1119749820_17545_5574-X18981-Y20090_reg.swc,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,741.0,4.0,VPMpc_layernan,VPMpc
208,208,17545_5577-X24379-Y33935,1119749822_17545_5577-X24379-Y33935_reg.swc,LP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,218.0,6.0,LP_layernan,LP
209,209,17545_5727-X18921-Y19111,1119749824_17545_5727-X18921-Y19111_reg.swc,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,741.0,9.0,VPMpc_layernan,VPMpc
210,210,17545_5756-X23460-Y15004,1119749826_17545_5756-X23460-Y15004_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,0.0,LGd_layernan,LGd
211,211,17545_5765-X25606-Y35402,1119749828_17545_5765-X25606-Y35402_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,8.0,LGd_layernan,LGd
212,212,17545_5797-X24854-Y16615,1119749830_17545_5797-X24854-Y16615_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,2.0,LGd_layernan,LGd
213,213,17545_5895-X22902-Y34803,1119749832_17545_5895-X22902-Y34803_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,733.0,3.0,VPM_layernan,VPM
214,214,17545_5901-X24800-Y16247,1119749835_17545_5901-X24800-Y16247_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,1.0,LGd_layernan,LGd
215,215,17545_5918-X24249-Y34928,1119749837_17545_5918-X24249-Y34928_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,6.0,LGd_layernan,LGd
216,216,17545_5931-X23706-Y17293,1119749839_17545_5931-X23706-Y17293_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,9.0,LGd_layernan,LGd
217,217,17545_5960-X22816-Y15800,1119749841_17545_5960-X22816-Y15800_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,3.0,LGd_layernan,LGd
218,218,17545_5981-X23399-Y16639,1119749843_17545_5981-X23399-Y16639_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,5.0,LGd_layernan,LGd
219,219,17545_6038-X23731-Y35697,1119749845_17545_6038-X23731-Y35697_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,0.0,LGd_layernan,LGd
220,220,17545_6051-X21222-Y34536,1119749849_17545_6051-X21222-Y34536_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,475.0,9.0,MG_layernan,MG
221,221,17545_6152-X24285-Y36281,1119749851_17545_6152-X24285-Y36281_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,170.0,1.0,LGd_layernan,LGd
222,222,17545_6206-X22035-Y16401,1119749853_17545_6206-X22035-Y16401_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,475.0,8.0,MG_layernan,MG
223,223,17545_6328-X21746-Y36528,1119749855_17545_6328-X21746-Y36528_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,475.0,4.0,MG_layernan,MG
224,224,17545_6342-X22285-Y35167,1119749857_17545_6342-X22285-Y35167_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,475.0,7.0,MG_layernan,MG
225,225,17545_6354-X21458-Y36420,1119749859_17545_6354-X21458-Y36420_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,475.0,2.0,MG_layernan,MG
226,226,17545_6399-X21926-Y16580,1119749861_17545_6399-X21926-Y16580_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,475.0,5.0,MG_layernan,MG
227,227,17545_6453-X20972-Y36589,1119749863_17545_6453-X20972-Y36589_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,475.0,1.0,MG_layernan,MG
228,228,17543_2434-X11441-Y5587,1119749630_17543_2434-X11441-Y5587_reg.swc,SSp-m,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,345.0,1.0,SSp-m_layer4,Isocortex_layer4
229,229,17543_3308-X10077-Y3766,1119749634_17543_3308-X10077-Y3766_reg.swc,SSs,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,378.0,2.0,SSs_layer4,Isocortex_layer4
230,230,17543_3471-X12087-Y3637,1119749636_17543_3471-X12087-Y3637_reg.swc,VISC,5,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,677.0,6.0,VISC_layer5,Isocortex_layer5
231,231,17543_3705-X9619-Y20864,1119749638_17543_3705-X9619-Y20864_reg.swc,SSp-m,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,345.0,7.0,SSp-m_layer4,Isocortex_layer4
232,232,17543_3828-X6023-Y17044,1119749640_17543_3828-X6023-Y17044_reg.swc,SSp-ll,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,337.0,0.0,SSp-ll_layer4,Isocortex_layer4
233,233,17543_3842-X7369-Y3542,1119749642_17543_3842-X7369-Y3542_reg.swc,SSp-bfd,2/3,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,329.0,4.0,SSp-bfd_layer23,Isocortex_layer2/3
234,234,17543_4868-X6727-Y21047,1119569730_17543_4868-X6727-Y21047__reg.swc,SSs,4,Tlx3-Cre_PL56;Ai82;Ai161-325875,17543,CTX_IT,378.0,4.0,SSs_layer4,Isocortex_layer4
235,235,17543_4926-X5833-Y20277,1119569732_17543_4926-X5833-Y20277__reg.swc,SSp-bfd,4,Tlx3-Cre_PL56;Ai82;Ai161-325875,17543,CTX_IT,329.0,8.0,SSp-bfd_layer4,Isocortex_layer4
236,236,17543_5296-X5131-Y20385,1119749644_17543_5296-X5131-Y20385_reg.swc,VISal,5,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,402.0,3.0,VISal_layer5,Isocortex_layer5
237,237,17543_5334-X5066-Y20381,1119749646_17543_5334-X5066-Y20381_reg.swc,VISal,5,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,402.0,0.0,VISal_layer5,Isocortex_layer5
238,238,17781_2184-X15071-Y19950,1119749865_17781_2184-X15071-Y19950_reg.swc,ORBl,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,723.0,8.0,ORBl_layer6,Isocortex_layer6
239,239,17781_2491-X13559-Y38398,1119749867_17781_2491-X13559-Y38398_reg.swc,GU,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,1057.0,0.0,GU_layer6,Isocortex_layer6
240,240,17781_2886-X14249-Y36315,1119749869_17781_2886-X14249-Y36315_reg.swc,MOp,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,985.0,0.0,MOp_layer6,Isocortex_layer6
241,241,17781_3146-X20055-Y17532,1119749871_17781_3146-X20055-Y17532_reg.swc,EPd,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,952.0,9.0,EPd_layernan,EPd
242,242,17781_3668-X9453-Y17266,1119749873_17781_3668-X9453-Y17266_reg.swc,SSp,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,322.0,2.0,SSp_layer6,Isocortex_layer6
243,243,17781_3819-X16144-Y41186,1119749875_17781_3819-X16144-Y41186_reg.swc,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,378.0,8.0,SSs_layer6,Isocortex_layer6
244,244,17781_4095-X17570-Y12460,1119749878_17781_4095-X17570-Y12460_reg.swc,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,583.0,3.0,CLA_layernan,CLA
245,245,17781_4698-X17857-Y11456,1119749880_17781_4698-X17857-Y11456_reg.swc,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,583.0,9.0,CLA_layernan,CLA
246,246,17781_4710-X13766-Y10574,1119749882_17781_4710-X13766-Y10574_reg.swc,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,378.0,6.0,SSs_layer6,Isocortex_layer6
