,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym
510,AA0951,10.25378/janelia.7804064,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0951.swc,1107.0,MDRNv,,1107.0,MDRNv
511,AA0983,10.25378/janelia.7804508,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0983.swc,984.0,CENT3,,984.0,CENT3
512,AA0867,10.25378/janelia.7740095,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0867.swc,1015.0,ACAd5,5,39.0,ACAd
513,AA1006,10.25378/janelia.7821998,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1006.swc,574.0,TRN,,574.0,TRN
514,AA0890,10.25378/janelia.7780769,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0890.swc,484682470.0,ProS,,484682470.0,ProS
515,AA1009,10.25378/janelia.7822007,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1009.swc,931.0,PG,,931.0,PG
516,AA1208,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1208.swc,255.0,AV,,255.0,AV
517,AA0804,10.25378/janelia.7739561,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0804.swc,502.0,SUB,,502.0,SUB
518,AA0224,10.25378/janelia.5527582,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0224.swc,844.0,MOp6a,,844.0,MOp6a
519,AA0303,10.25378/janelia.7613357,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0303.swc,1089.0,HPF,,1089.0,HPF
520,AA0076,10.25378/janelia.5521822,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0076.swc,255.0,AV,,255.0,AV
521,AA0246,10.25378/janelia.5527663,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0246.swc,1084.0,PRE,,1084.0,PRE
522,AA0775,10.25378/janelia.7710119,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0775.swc,919.0,ACAd6a,6a,39.0,ACAd
523,AA0204,10.25378/janelia.5527522,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0204.swc,313.0,MB,,313.0,MB
524,AA0069,10.25378/janelia.5521819,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0069.swc,1096.0,AMd,,1096.0,AMd
525,AA0126,10.25378/janelia.5527252,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0126.swc,502.0,SUB,,502.0,SUB
526,AA0591,10.25378/janelia.7649945,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,AA0591.swc,629.0,VAL,,629.0,VAL
527,AA0509,10.25378/janelia.7639781,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0509.swc,658.0,ll,,658.0,ll
528,AA0589,10.25378/janelia.7649939,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0589.swc,320.0,MOp1,,320.0,MOp1
529,AA0232,10.25378/janelia.5527609,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0232.swc,962.0,MOs2/3,2/3,993.0,MOs
530,AA0542,10.25378/janelia.7640165,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0542.swc,614.0,TU,,614.0,TU
531,AA1151,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1151.swc,907.0,PCN,,907.0,PCN
532,AA0306,10.25378/janelia.7613393,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0306.swc,382.0,CA1,,382.0,CA1
533,AA0412,10.25378/janelia.7614200,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0412.swc,767.0,MOs5,5,993.0,MOs
534,AA0670,10.25378/janelia.7704197,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0670.swc,962.0,MOs2/3,2/3,993.0,MOs
535,AA0403,10.25378/janelia.7614131,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0403.swc,608.0,ORBvl6a,6a,746.0,ORBvl
536,AA0206,10.25378/janelia.5527528,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0206.swc,313.0,MB,,313.0,MB
537,AA0697,10.25378/janelia.7704344,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0697.swc,484682470.0,ProS,,484682470.0,ProS
538,AA0771,10.25378/janelia.7710098,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0771.swc,1015.0,ACAd5,5,39.0,ACAd
539,AA0908,10.25378/janelia.7780865,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0908.swc,1021.0,MOs6a,6a,993.0,MOs
540,AA0499,10.25378/janelia.7616069,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0499.swc,502.0,SUB,,502.0,SUB
541,AA0399,10.25378/janelia.7614119,2017-09-25T17:59:45.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0399.swc,718.0,VPL,,718.0,VPL
542,AA0275,10.25378/janelia.5527777,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0275.swc,484682520.0,or,,484682520.0,or
543,AA0048,10.25378/janelia.5521735,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0048.swc,629.0,VAL,,629.0,VAL
544,AA0137,10.25378/janelia.5527285,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0137.swc,685.0,VM,,685.0,VM
545,AA0977,10.25378/janelia.7804457,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0977.swc,,,,,
546,AA0596,10.25378/janelia.7649984,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0596.swc,962.0,MOs2/3,2/3,993.0,MOs
547,AA1097,10.25378/janelia.7827911,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1097.swc,718.0,VPL,,718.0,VPL
548,AA0577,10.25378/janelia.7649852,2018-04-03T15:08:17.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0577.swc,767.0,MOs5,5,993.0,MOs
549,AA1502,n/a,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1502.swc,604.0,NI,,604.0,NI
550,AA0392,10.25378/janelia.7614086,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0392.swc,1084.0,PRE,,1084.0,PRE
551,AA0269,10.25378/janelia.5527753,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0269.swc,767.0,MOs5,5,993.0,MOs
552,AA0527,10.25378/janelia.7639871,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0527.swc,502.0,SUB,,502.0,SUB
553,AA1105,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1105.swc,962.0,MOs2/3,2/3,993.0,MOs
554,AA0205,10.25378/janelia.5527525,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0205.swc,313.0,MB,,313.0,MB
555,AA0942,10.25378/janelia.7804016,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0942.swc,325.0,SGN,,325.0,SGN
556,AA0169,10.25378/janelia.5527408,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0169.swc,767.0,MOs5,5,993.0,MOs
557,AA0555,10.25378/janelia.7640228,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0555.swc,576073704.0,PeF,,576073704.0,PeF
558,AA0533,10.25378/janelia.7640054,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0533.swc,10703.0,DG-mo,,10703.0,DG-mo
559,AA1014,10.25378/janelia.7822031,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1014.swc,1007.0,SIM,,1007.0,SIM
560,AA0008,10.25378/janelia.5520451,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0008.swc,854.0,SSp-ul2/3,2/3,369.0,SSp-ul
561,AA0785,10.25378/janelia.7739324,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0785.swc,767.0,MOs5,5,993.0,MOs
562,AA1257,n/a,2019-05-27T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488,AA1257.swc,573.0,VISl4,4,409.0,VISl
563,AA0687,10.25378/janelia.7704278,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0687.swc,502.0,SUB,,502.0,SUB
564,AA0875,10.25378/janelia.7742573,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0875.swc,1084.0,PRE,,1084.0,PRE
565,AA0313,10.25378/janelia.7613429,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0313.swc,733.0,VPM,,733.0,VPM
566,AA0887,10.25378/janelia.7742807,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0887.swc,767.0,MOs5,5,993.0,MOs
567,AA0311,10.25378/janelia.7613414,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0311.swc,733.0,VPM,,733.0,VPM
568,AA0152,10.25378/janelia.5527351,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0152.swc,88.0,AHN,,88.0,AHN
569,AA0158,10.25378/janelia.5527369,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0158.swc,1037.0,POST,,1037.0,POST
570,AA0683,10.25378/janelia.7704263,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0683.swc,484682470.0,ProS,,484682470.0,ProS
571,AA0300,10.25378/janelia.5527855,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0300.swc,767.0,MOs5,5,993.0,MOs
572,AA0319,10.25378/janelia.7613459,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,AA0319.swc,440.0,ORBl6a,6a,723.0,ORBl
573,AA0141,10.25378/janelia.5527303,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0141.swc,88.0,AHN,,88.0,AHN
574,AA0251,10.25378/janelia.5527681,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0251.swc,502.0,SUB,,502.0,SUB
575,AA0250,10.25378/janelia.5527678,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0250.swc,767.0,MOs5,5,993.0,MOs
576,AA0826,10.25378/janelia.7739756,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0826.swc,502.0,SUB,,502.0,SUB
577,AA0566,10.25378/janelia.7649798,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0566.swc,443.0,dhc,,443.0,dhc
578,AA0477,10.25378/janelia.7615976,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0477.swc,502.0,SUB,,502.0,SUB
579,AA1123,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1123.swc,121.0,VISl6b,6b,409.0,VISl
580,AA0956,10.25378/janelia.7804088,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0956.swc,648.0,MOp5,,648.0,MOp5
581,AA0290,10.25378/janelia.5527825,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0290.swc,971.0,fp,,971.0,fp
582,AA0726,10.25378/janelia.7707194,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0726.swc,767.0,MOs5,5,993.0,MOs
583,AA1231,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1231.swc,733.0,VPM,,733.0,VPM
584,AA0611,10.25378/janelia.7653149,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0611.swc,484682470.0,ProS,,484682470.0,ProS
585,AA0317,10.25378/janelia.7613453,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0317.swc,733.0,VPM,,733.0,VPM
586,AA0149,10.25378/janelia.5527336,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0149.swc,10704.0,DG-po,,10704.0,DG-po
587,AA0757,10.25378/janelia.7710035,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0757.swc,1029.0,POL,,1029.0,POL
588,AA0753,10.25378/janelia.7707389,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0753.swc,549.0,TH,,549.0,TH
589,AA0449,10.25378/janelia.7614884,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0449.swc,1097.0,HY,,1097.0,HY
590,AA1111,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1111.swc,962.0,MOs2/3,2/3,993.0,MOs
591,AA0276,10.25378/janelia.5527780,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0276.swc,767.0,MOs5,5,993.0,MOs
592,AA0694,10.25378/janelia.7704317,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0694.swc,1020.0,PO,,1020.0,PO
593,AA1196,n/a,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1196.swc,136.0,IRN,,136.0,IRN
594,AA0691,10.25378/janelia.7704290,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0691.swc,484682520.0,or,,484682520.0,or
595,AA0498,10.25378/janelia.7616066,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0498.swc,502.0,SUB,,502.0,SUB
596,AA1238,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1238.swc,698.0,OLF,,698.0,OLF
597,AA0337,10.25378/janelia.7613723,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0337.swc,907.0,PCN,,907.0,PCN
598,AA0811,10.25378/janelia.7739687,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0811.swc,502.0,SUB,,502.0,SUB
599,AA0461,10.25378/janelia.7615838,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0461.swc,526157196.0,FRP6a,6a,184.0,FRP
600,AA0176,10.25378/janelia.5527429,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/5.FLEX-eGFP,eGFP,AA0176.swc,685.0,VM,,685.0,VM
601,AA0792,10.25378/janelia.7739402,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0792.swc,767.0,MOs5,5,993.0,MOs
602,AA0944,10.25378/janelia.7804028,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0944.swc,974.0,SSp-m5,5,345.0,SSp-m
603,AA0699,10.25378/janelia.7704350,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0699.swc,74.0,VISl6a,6a,409.0,VISl
604,AA0296,10.25378/janelia.5527843,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0296.swc,997.0,root,,997.0,root
605,AA0241,10.25378/janelia.5527645,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0241.swc,962.0,MOs2/3,2/3,993.0,MOs
606,AA1232,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1232.swc,733.0,VPM,,733.0,VPM
607,AA0563,10.25378/janelia.7649753,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0563.swc,443.0,dhc,,443.0,dhc
608,AA0703,10.25378/janelia.7704362,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0703.swc,502.0,SUB,,502.0,SUB
609,AA0221,10.25378/janelia.5527573,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0221.swc,685.0,VM,,685.0,VM
610,AA0512,10.25378/janelia.7639811,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0512.swc,1093.0,PRNc,,1093.0,PRNc
611,AA0954,10.25378/janelia.7804073,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0954.swc,19.0,IG,,19.0,IG
612,AA0905,10.25378/janelia.7780856,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0905.swc,767.0,MOs5,5,993.0,MOs
613,AA1501,n/a,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1501.swc,898.0,PCG,,898.0,PCG
614,AA0015,10.25378/janelia.5521627,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0015.swc,255.0,AV,,255.0,AV
615,AA0491,10.25378/janelia.7616039,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0491.swc,10703.0,DG-mo,,10703.0,DG-mo
616,AA0984,10.25378/janelia.7804541,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0984.swc,1064.0,ANcr2,,1064.0,ANcr2
617,AA1493,n/a,2020-01-23T05:00:00.000Z,Sim1-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP,AA1493.swc,1031.0,GPi,,1031.0,GPi
618,AA0926,10.25378/janelia.7803767,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0926.swc,648.0,MOp5,,648.0,MOp5
619,AA0163,10.25378/janelia.5527384,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0163.swc,1097.0,HY,,1097.0,HY
620,AA0393,10.25378/janelia.7614098,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0393.swc,363.0,PL5,5,972.0,PL
621,AA0974,10.25378/janelia.7804445,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0974.swc,1064.0,ANcr2,,1064.0,ANcr2
622,AA0838,10.25378/janelia.7739894,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0838.swc,1021.0,MOs6a,6a,993.0,MOs
623,AA0455,10.25378/janelia.7615478,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0455.swc,956.0,fa,,956.0,fa
624,AA0745,10.25378/janelia.7707359,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0745.swc,767.0,MOs5,5,993.0,MOs
625,AA0724,10.25378/janelia.7707182,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0724.swc,1084.0,PRE,,1084.0,PRE
626,AA0592,10.25378/janelia.7649948,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0592.swc,943.0,MOp2/3,,943.0,MOp2/3
627,AA0480,10.25378/janelia.7615988,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0480.swc,1084.0,PRE,,1084.0,PRE
628,AA0633,10.25378/janelia.7658057,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0633.swc,767.0,MOs5,5,993.0,MOs
629,AA1494,n/a,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1494.swc,962.0,MOs2/3,2/3,993.0,MOs
630,AA0291,10.25378/janelia.5527828,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0291.swc,962.0,MOs2/3,2/3,993.0,MOs
631,AA0282,10.25378/janelia.5527801,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0282.swc,33.0,VISp6a,6a,385.0,VISp
632,AA1108,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1108.swc,1020.0,PO,,1020.0,PO
633,AA0437,10.25378/janelia.7614314,2017-10-31T15:26:25.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0437.swc,194.0,LHA,,194.0,LHA
634,AA0648,10.25378/janelia.7658138,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0648.swc,767.0,MOs5,5,993.0,MOs
635,AA0079,10.25378/janelia.5521846,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0079.swc,502.0,SUB,,502.0,SUB
636,AA0360,10.25378/janelia.7613861,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/1 Cre + FP,tdTomato,AA0360.swc,632.0,DG-sg,,632.0,DG-sg
637,AA0485,10.25378/janelia.7616006,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0485.swc,629.0,VAL,,629.0,VAL
638,AA0212,10.25378/janelia.5527546,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0212.swc,1097.0,HY,,1097.0,HY
639,AA0304,10.25378/janelia.7613360,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0304.swc,463.0,CA3,,463.0,CA3
640,AA0590,10.25378/janelia.7649942,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0590.swc,68.0,FRP1,1,184.0,FRP
641,AA0702,10.25378/janelia.7704359,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0702.swc,484682470.0,ProS,,484682470.0,ProS
642,AA1167,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1167.swc,962.0,MOs2/3,2/3,993.0,MOs
643,AA0478,10.25378/janelia.7615979,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0478.swc,1084.0,PRE,,1084.0,PRE
