,Unnamed: 0,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym,model__fold,structure__safe_name,structure_merge__acronym
107,107,AA1062,10.25378/janelia.7825160,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1062.swc,202.0,MV,,202.0,MV,1.0,MV_layernan,MV
108,108,AA0618,10.25378/janelia.7655729,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0618.swc,320.0,MOp1,,320.0,MOp1,6.0,MOp1_layernan,Isocortex_layernan
109,109,AA0183,10.25378/janelia.5527450,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0183.swc,1021.0,MOs6a,6a,993.0,MOs,4.0,MOs_layer6a,Isocortex_layer6
110,110,AA0957,10.25378/janelia.7804091,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0957.swc,655.0,COApl,,655.0,COApl,3.0,COApl_layernan,COApl
111,111,AA0808,10.25378/janelia.7739645,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,anti-GFP,AA0808.swc,797.0,ZI,,797.0,ZI,4.0,ZI_layernan,ZI
112,112,AA0921,10.25378/janelia.7803701,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0921.swc,629.0,VAL,,629.0,VAL,7.0,VAL_layernan,VAL
113,113,AA0692,10.25378/janelia.7704296,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0692.swc,629.0,VAL,,629.0,VAL,8.0,VAL_layernan,VAL
114,114,AA0600,10.25378/janelia.7650029,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0600.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
115,115,AA0606,10.25378/janelia.7650050,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0606.swc,194.0,LHA,,194.0,LHA,2.0,LHA_layernan,LHA
116,116,AA0248,10.25378/janelia.5527672,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0248.swc,484682470.0,ProS,,484682470.0,ProS,1.0,ProS_layernan,ProS
117,117,AA0839,10.25378/janelia.7739897,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0839.swc,1021.0,MOs6a,6a,993.0,MOs,8.0,MOs_layer6a,Isocortex_layer6
118,118,AA0072,10.25378/janelia.5521834,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0072.swc,1037.0,POST,,1037.0,POST,9.0,POST_layernan,POST
119,119,AA0593,10.25378/janelia.7649957,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,AA0593.swc,907.0,PCN,,907.0,PCN,3.0,PCN_layernan,PCN
120,120,AA0793,10.25378/janelia.7739510,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0793.swc,962.0,MOs2/3,2/3,993.0,MOs,4.0,MOs_layer23,Isocortex_layer2/3
121,121,AA0148,10.25378/janelia.5527333,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0148.swc,632.0,DG-sg,,632.0,DG-sg,6.0,DG-sg_layernan,DG-sg
122,122,AA0980,10.25378/janelia.7804475,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0980.swc,1064.0,ANcr2,,1064.0,ANcr2,8.0,ANcr2_layernan,ANcr2
123,123,AA0476,10.25378/janelia.7615970,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0476.swc,502.0,SUB,,502.0,SUB,8.0,SUB_layernan,SUB
124,124,AA1013,10.25378/janelia.7822022,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1013.swc,1007.0,SIM,,1007.0,SIM,7.0,SIM_layernan,SIM
125,125,AA1053,10.25378/janelia.7825130,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1053.swc,931.0,PG,,931.0,PG,0.0,PG_layernan,PG
126,126,AA0225,10.25378/janelia.5527585,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0225.swc,844.0,MOp6a,,844.0,MOp6a,2.0,MOp6a_layernan,Isocortex_layernan
127,127,AA0270,10.25378/janelia.5527759,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0270.swc,971.0,fp,,971.0,fp,8.0,fp_layernan,fp
128,128,AA0207,10.25378/janelia.5527531,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0207.swc,194.0,LHA,,194.0,LHA,3.0,LHA_layernan,LHA
129,129,AA0335,10.25378/janelia.7613708,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0335.swc,907.0,PCN,,907.0,PCN,8.0,PCN_layernan,PCN
130,130,AA0175,10.25378/janelia.5527426,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/5.FLEX-eGFP,eGFP,AA0175.swc,797.0,ZI,,797.0,ZI,1.0,ZI_layernan,ZI
131,131,AA0690,10.25378/janelia.7704287,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0690.swc,1084.0,PRE,,1084.0,PRE,9.0,PRE_layernan,PRE
132,132,AA0701,10.25378/janelia.7704356,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0701.swc,502.0,SUB,,502.0,SUB,4.0,SUB_layernan,SUB
133,133,AA0452,10.25378/janelia.7615274,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0452.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
134,134,AA0404,10.25378/janelia.7614134,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0404.swc,1021.0,MOs6a,6a,993.0,MOs,1.0,MOs_layer6a,Isocortex_layer6
135,135,AA0712,10.25378/janelia.7704419,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0712.swc,74.0,VISl6a,6a,409.0,VISl,5.0,VISl_layer6a,Isocortex_layer6
136,136,AA1047,10.25378/janelia.7822316,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1047.swc,1121.0,ENTl1,1,918.0,ENTl,5.0,ENTl_layer1,ENTl
137,137,AA0898,10.25378/janelia.7780814,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0898.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
138,138,AA1113,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1113.swc,502.0,SUB,,502.0,SUB,9.0,SUB_layernan,SUB
139,139,AA1063,10.25378/janelia.7825166,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1063.swc,354.0,MY,,354.0,MY,8.0,MY_layernan,MY
140,140,AA0965,10.25378/janelia.7804388,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0965.swc,1033.0,COPY,,1033.0,COPY,3.0,COPY_layernan,COPY
141,141,AA1086,10.25378/janelia.7825340,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1086.swc,931.0,PG,,931.0,PG,4.0,PG_layernan,PG
142,142,AA0580,10.25378/janelia.7649867,2018-04-03T15:08:17.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0580.swc,1020.0,PO,,1020.0,PO,2.0,PO_layernan,PO
143,143,AA0350,10.25378/janelia.7613816,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0350.swc,629.0,VAL,,629.0,VAL,4.0,VAL_layernan,VAL
144,144,AA0843,10.25378/janelia.7739918,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0843.swc,502.0,SUB,,502.0,SUB,2.0,SUB_layernan,SUB
145,145,AA0155,10.25378/janelia.5527360,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0155.swc,632.0,DG-sg,,632.0,DG-sg,1.0,DG-sg_layernan,DG-sg
146,146,AA0249,10.25378/janelia.5527675,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0249.swc,1084.0,PRE,,1084.0,PRE,2.0,PRE_layernan,PRE
147,147,AA0652,10.25378/janelia.7658150,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0652.swc,648.0,MOp5,,648.0,MOp5,6.0,MOp5_layernan,Isocortex_layernan
148,148,AA0440,10.25378/janelia.7614341,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0440.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
149,149,AA1534,,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1534.swc,852.0,PARN,,852.0,PARN,3.0,PARN_layernan,PARN
150,150,AA0122,10.25378/janelia.5527240,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0122.swc,630.0,ORBl5,5,723.0,ORBl,5.0,ORBl_layer5,Isocortex_layer5
151,151,AA0570,10.25378/janelia.7649828,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0570.swc,1037.0,POST,,1037.0,POST,3.0,POST_layernan,POST
152,152,AA0949,10.25378/janelia.7804055,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0949.swc,778.0,VISp5,5,385.0,VISp,3.0,VISp_layer5,Isocortex_layer5
153,153,AA0125,10.25378/janelia.5527249,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0125.swc,1037.0,POST,,1037.0,POST,5.0,POST_layernan,POST
154,154,AA1173,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1173.swc,685.0,VM,,685.0,VM,1.0,VM_layernan,VM
155,155,AA0803,10.25378/janelia.7739558,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0803.swc,962.0,MOs2/3,2/3,993.0,MOs,9.0,MOs_layer23,Isocortex_layer2/3
156,156,AA1092,10.25378/janelia.7825394,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1092.swc,867.0,PB,,867.0,PB,7.0,PB_layernan,PB
157,157,AA0870,10.25378/janelia.7742552,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0870.swc,304.0,PL2/3,2/3,972.0,PL,7.0,PL_layer23,Isocortex_layer2/3
158,158,AA0638,10.25378/janelia.7658078,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0638.swc,33.0,VISp6a,6a,385.0,VISp,1.0,VISp_layer6a,Isocortex_layer6
159,159,AA1079,10.25378/janelia.7825301,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1079.swc,728.0,arb,,728.0,arb,7.0,arb_layernan,arb
160,160,AA0927,10.25378/janelia.7803770,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0927.swc,648.0,MOp5,,648.0,MOp5,1.0,MOp5_layernan,Isocortex_layernan
161,161,AA0538,10.25378/janelia.7640099,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0538.swc,1084.0,PRE,,1084.0,PRE,1.0,PRE_layernan,PRE
162,162,AA0952,10.25378/janelia.7804067,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0952.swc,,,,,,1.0,nan_layernan,unknown
163,163,AA0959,10.25378/janelia.7804100,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0959.swc,382.0,CA1,,382.0,CA1,6.0,CA1_layernan,CA1
164,164,AA1104,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1104.swc,1020.0,PO,,1020.0,PO,0.0,PO_layernan,PO
165,165,AA0738,10.25378/janelia.7707323,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0738.swc,962.0,MOs2/3,2/3,993.0,MOs,7.0,MOs_layer23,Isocortex_layer2/3
166,166,AA0678,10.25378/janelia.7704227,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0678.swc,312782594.0,VISli6a,6a,312782574.0,VISli,6.0,VISli_layer6a,Isocortex_layer6
167,167,AA0588,10.25378/janelia.7649933,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0588.swc,648.0,MOp5,,648.0,MOp5,2.0,MOp5_layernan,Isocortex_layernan
168,168,AA0997,10.25378/janelia.7821956,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0997.swc,463.0,CA3,,463.0,CA3,3.0,CA3_layernan,CA3
169,169,AA0971,10.25378/janelia.7804415,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0971.swc,976.0,CENT2,,976.0,CENT2,5.0,CENT2_layernan,CENT2
170,170,AA0560,10.25378/janelia.7649456,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0560.swc,502.0,SUB,,502.0,SUB,7.0,SUB_layernan,SUB
171,171,AA0827,10.25378/janelia.7739768,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0827.swc,502.0,SUB,,502.0,SUB,4.0,SUB_layernan,SUB
172,172,AA1077,10.25378/janelia.7825265,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1077.swc,955.0,LRNm,,955.0,LRNm,0.0,LRNm_layernan,LRNm
173,173,AA0950,10.25378/janelia.7804061,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0950.swc,437.0,SPVI,,437.0,SPVI,3.0,SPVI_layernan,SPVI
174,174,AA1192,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1192.swc,1031.0,GPi,,1031.0,GPi,1.0,GPi_layernan,GPi
175,175,AA0914,10.25378/janelia.7780883,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0914.swc,962.0,MOs2/3,2/3,993.0,MOs,6.0,MOs_layer23,Isocortex_layer2/3
176,176,AA0940,10.25378/janelia.7803995,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0940.swc,606826659.0,MMd,,606826659.0,MMd,4.0,MMd_layernan,MMd
177,177,AA0514,10.25378/janelia.7639817,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0514.swc,128.0,MRN,,128.0,MRN,6.0,MRN_layernan,MRN
178,178,AA0754,10.25378/janelia.7710017,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0754.swc,733.0,VPM,,733.0,VPM,9.0,VPM_layernan,VPM
179,179,AA0003,10.25378/janelia.5520055,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0003.swc,943.0,MOp2/3,,943.0,MOp2/3,6.0,MOp2/3_layernan,Isocortex_layernan
180,180,AA1121,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1121.swc,962.0,MOs2/3,2/3,993.0,MOs,4.0,MOs_layer23,Isocortex_layer2/3
181,181,AA0679,10.25378/janelia.7704230,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0679.swc,74.0,VISl6a,6a,409.0,VISl,2.0,VISl_layer6a,Isocortex_layer6
182,182,AA0500,10.25378/janelia.7619336,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0500.swc,502.0,SUB,,502.0,SUB,6.0,SUB_layernan,SUB
183,183,AA0385,10.25378/janelia.7614044,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0385.swc,10703.0,DG-mo,,10703.0,DG-mo,7.0,DG-mo_layernan,DG-mo
184,184,AA0168,10.25378/janelia.5527402,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0168.swc,1084.0,PRE,,1084.0,PRE,8.0,PRE_layernan,PRE
185,185,AA0550,10.25378/janelia.7640204,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0550.swc,1021.0,MOs6a,6a,993.0,MOs,2.0,MOs_layer6a,Isocortex_layer6
186,186,AA0770,10.25378/janelia.7710089,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0770.swc,1021.0,MOs6a,6a,993.0,MOs,5.0,MOs_layer6a,Isocortex_layer6
187,187,AA0220,10.25378/janelia.5527570,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0220.swc,946.0,PH,,946.0,PH,2.0,PH_layernan,PH
188,188,AA0976,10.25378/janelia.7804451,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0976.swc,1033.0,COPY,,1033.0,COPY,9.0,COPY_layernan,COPY
189,189,AA0812,10.25378/janelia.7739693,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0812.swc,1037.0,POST,,1037.0,POST,1.0,POST_layernan,POST
190,190,AA0349,10.25378/janelia.7613813,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0349.swc,1020.0,PO,,1020.0,PO,6.0,PO_layernan,PO
191,191,AA0106,10.25378/janelia.5526697,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0106.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
192,192,AA0813,10.25378/janelia.7739702,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0813.swc,1084.0,PRE,,1084.0,PRE,7.0,PRE_layernan,PRE
193,193,AA0424,10.25378/janelia.7614242,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0424.swc,962.0,MOs2/3,2/3,993.0,MOs,7.0,MOs_layer23,Isocortex_layer2/3
194,194,AA0062,10.25378/janelia.5521789,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0062.swc,1021.0,MOs6a,6a,993.0,MOs,9.0,MOs_layer6a,Isocortex_layer6
195,195,AA1492,,2020-01-23T05:00:00.000Z,Sim1-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP,AA1492.swc,672.0,CP,,672.0,CP,1.0,CP_layernan,CP
196,196,AA0260,10.25378/janelia.5527714,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0260.swc,443.0,dhc,,443.0,dhc,0.0,dhc_layernan,dhc
197,197,AA0047,10.25378/janelia.5521732,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0047.swc,907.0,PCN,,907.0,PCN,0.0,PCN_layernan,PCN
198,198,AA0987,10.25378/janelia.7804550,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0987.swc,313.0,MB,,313.0,MB,4.0,MB_layernan,MB
199,199,AA1437,,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1437.swc,741.0,VPMpc,,741.0,VPMpc,2.0,VPMpc_layernan,VPMpc
200,200,AA0107,10.25378/janelia.5526700,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0107.swc,844.0,MOp6a,,844.0,MOp6a,3.0,MOp6a_layernan,Isocortex_layernan
201,201,AA0619,10.25378/janelia.7655735,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0619.swc,305.0,VISp6b,6b,385.0,VISp,7.0,VISp_layer6b,Isocortex_layer6
202,202,AA0226,10.25378/janelia.5527591,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0226.swc,685.0,VM,,685.0,VM,4.0,VM_layernan,VM
203,203,AA1124,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1124.swc,962.0,MOs2/3,2/3,993.0,MOs,6.0,MOs_layer23,Isocortex_layer2/3
204,204,AA0423,10.25378/janelia.7614239,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0423.swc,502.0,SUB,,502.0,SUB,1.0,SUB_layernan,SUB
205,205,AA0388,10.25378/janelia.7614065,2017-09-25T17:59:45.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0388.swc,629.0,VAL,,629.0,VAL,1.0,VAL_layernan,VAL
206,206,AA0045,10.25378/janelia.5521726,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0045.swc,844.0,MOp6a,,844.0,MOp6a,8.0,MOp6a_layernan,Isocortex_layernan
207,207,AA0186,10.25378/janelia.5527462,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0186.swc,1021.0,MOs6a,6a,993.0,MOs,7.0,MOs_layer6a,Isocortex_layer6
208,208,AA1083,10.25378/janelia.7825319,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1083.swc,437.0,SPVI,,437.0,SPVI,4.0,SPVI_layernan,SPVI
209,209,AA0178,10.25378/janelia.5527435,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/5.FLEX-eGFP,eGFP,AA0178.swc,803.0,PAL,,803.0,PAL,3.0,PAL_layernan,PAL
210,210,AA0830,10.25378/janelia.7739777,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0830.swc,502.0,SUB,,502.0,SUB,8.0,SUB_layernan,SUB
211,211,AA0151,10.25378/janelia.5527348,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0151.swc,632.0,DG-sg,,632.0,DG-sg,8.0,DG-sg_layernan,DG-sg
212,212,AA0806,10.25378/janelia.7739630,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0806.swc,971.0,fp,,971.0,fp,1.0,fp_layernan,fp
213,213,AA1064,10.25378/janelia.7825172,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1064.swc,354.0,MY,,354.0,MY,1.0,MY_layernan,MY
